bone_id,period_class,group_type,group_order,char_count,ambiguous_count,placeholder_count,damaged_count,characters,characters_simple,sentence_full,sentence_simple
H00166,典賓,InscriptionSentence,0,8,0,0,0,己|酉|卜|殻|貞|臿|獲|羌,己|酉|卜|殻|貞|臿|獲|羌,己酉卜殻貞臿獲羌,己酉卜殻貞臿獲羌
H00166,典賓,InscriptionSentence,2,1,0,1,1,未释,未释,未释,未释
H00167,典賓,InscriptionSentence,0,3,0,0,0,臿|獲|羌,臿|獲|羌,臿獲羌,臿獲羌
H00168,典賓,InscriptionSentence,0,4,0,2,1,未释|臿|未释|羌,未释|臿|未释|羌,未释臿未释羌,未释臿未释羌
H00169,典賓,InscriptionSentence,0,6,0,3,1,未释|臿|未释|其|未释|羌,未释|臿|未释|其|未释|羌,未释臿未释其未释羌,未释臿未释其未释羌
H00169,典賓,InscriptionSentence,1,4,0,2,0,貞|未释|羌|未释,貞|未释|羌|未释,貞未释羌未释,貞未释羌未释
H00169,典賓,InscriptionSentence,2,4,1,0,0,子/㜽|漁|㞢|从,子|漁|㞢|从,子/㜽漁㞢从,子漁㞢从
H00169,典賓,InscriptionSentence,3,5,0,0,0,貞|王|勿|去|朿,貞|王|勿|去|朿,貞王勿去朿,貞王勿去朿
H00169,典賓,InscriptionSentence,4,6,0,0,0,貞|于|翌|庚|申|出,貞|于|翌|庚|申|出,貞于翌庚申出,貞于翌庚申出
H00171,典賓,InscriptionSentence,0,8,0,2,0,未释|未释|卜|殻|貞|戉|獲|羌,未释|未释|卜|殻|貞|戉|獲|羌,未释未释卜殻貞戉獲羌,未释未释卜殻貞戉獲羌
H00171,典賓,InscriptionSentence,1,9,0,3,0,未释|未释|卜|殻|貞|令|望|乘|未释,未释|未释|卜|殻|貞|令|望|乘|未释,未释未释卜殻貞令望乘未释,未释未释卜殻貞令望乘未释
H00171,典賓,InscriptionSentence,2,11,0,4,0,未释|未释|未释|殻|貞|王|鼎|比|望|乘|未释,未释|未释|未释|殻|貞|王|鼎|比|望|乘|未释,未释未释未释殻貞王鼎比望乘未释,未释未释未释殻貞王鼎比望乘未释
H00172,典賓,InscriptionSentence,0,3,0,0,0,令|望|乘,令|望|乘,令望乘,令望乘
H00172,典賓,InscriptionSentence,1,3,0,0,0,比|望|乘,比|望|乘,比望乘,比望乘
H00172,典賓,InscriptionSentence,2,3,0,0,0,戉|獲|羌,戉|獲|羌,戉獲羌,戉獲羌
H00173,典賓,InscriptionSentence,0,3,0,0,0,比|望|乘,比|望|乘,比望乘,比望乘
H00173,典賓,InscriptionSentence,1,3,0,0,0,戉|獲|羌,戉|獲|羌,戉獲羌,戉獲羌
H00175,典賓,InscriptionSentence,0,3,0,0,0,其|獲|羌,其|獲|羌,其獲羌,其獲羌
H00175,典賓,InscriptionSentence,1,4,0,0,0,令|戉|必|沚,令|戉|必|沚,令戉必沚,令戉必沚
H00175,典賓,InscriptionSentence,2,6,0,0,0,貞|戉|不|其|冓|戎,貞|戉|不|其|冓|戎,貞戉不其冓戎,貞戉不其冓戎
H00175,典賓,InscriptionSentence,3,8,0,0,0,貞|翌|乙|丑|㞢|于|且|乙,貞|翌|乙|丑|㞢|于|且|乙,貞翌乙丑㞢于且乙,貞翌乙丑㞢于且乙
H00176,典賓,InscriptionSentence,0,5,0,1,0,且|未释|多|不|獲,且|未释|多|不|獲,且未释多不獲,且未释多不獲
H00176,典賓,InscriptionSentence,1,4,0,0,0,貞|戉|獲|羌,貞|戉|獲|羌,貞戉獲羌,貞戉獲羌
H00176,典賓,InscriptionSentence,2,4,0,0,0,不|其|獲|羌,不|其|獲|羌,不其獲羌,不其獲羌
H00176,典賓,InscriptionSentence,3,6,0,1,0,貞|戉|不|其|獲|未释,貞|戉|不|其|獲|未释,貞戉不其獲未释,貞戉不其獲未释
H00176,典賓,InscriptionSentence,4,2,0,0,0,乎|擇,乎|擇,乎擇,乎擇
H00176,典賓,InscriptionSentence,5,6,0,0,0,貞|戉|不|其|獲|羌,貞|戉|不|其|獲|羌,貞戉不其獲羌,貞戉不其獲羌
H00176,典賓,InscriptionSentence,6,2,0,0,0,乎|擇,乎|擇,乎擇,乎擇
H00176,典賓,InscriptionSentence,7,4,0,0,0,貞|乎|帚|擇,貞|乎|帚|擇,貞乎帚擇,貞乎帚擇
H00176,典賓,InscriptionSentence,8,5,0,0,0,貞|乎|帚|好|擇,貞|乎|帚|好|擇,貞乎帚好擇,貞乎帚好擇
H00176,典賓,InscriptionSentence,9,3,0,0,0,勿|乎|擇,勿|乎|擇,勿乎擇,勿乎擇
H00176,典賓,InscriptionSentence,10,3,0,0,0,乎|帚|擇,乎|帚|擇,乎帚擇,乎帚擇
H00177,典賓,InscriptionSentence,0,9,0,0,0,己|丑|卜|爭|貞|未释|叶|王|史,己|丑|卜|爭|貞|未释|叶|王|史,己丑卜爭貞未释叶王史,己丑卜爭貞未释叶王史
H00177,典賓,InscriptionSentence,1,5,0,0,0,貞|未释|叶|王|史,貞|未释|叶|王|史,貞未释叶王史,貞未释叶王史
H00177,典賓,InscriptionSentence,2,5,0,0,0,貞|未释|弗|其|叶,貞|未释|弗|其|叶,貞未释弗其叶,貞未释弗其叶
H00177,典賓,InscriptionSentence,3,12,0,0,0,甲|御|卜|殻|貞|乎|畢|先|御|尞|于|河,甲|御|卜|殻|貞|乎|畢|先|御|尞|于|河,甲御卜殻貞乎畢先御尞于河,甲御卜殻貞乎畢先御尞于河
H00177,典賓,InscriptionSentence,4,7,0,0,0,貞|勿|乎|畢|先|御|尞,貞|勿|乎|畢|先|御|尞,貞勿乎畢先御尞,貞勿乎畢先御尞
H00177,典賓,InscriptionSentence,5,3,0,0,0,乎|畢|先,乎|畢|先,乎畢先,乎畢先
H00177,典賓,InscriptionSentence,6,6,0,0,0,貞|戉|不|其|獲|羌,貞|戉|不|其|獲|羌,貞戉不其獲羌,貞戉不其獲羌
H00177,典賓,InscriptionSentence,7,3,0,0,0,戉|獲|羌,戉|獲|羌,戉獲羌,戉獲羌
H00177,典賓,InscriptionSentence,8,2,0,1,0,貞|未释,貞|未释,貞未释,貞未释
H00181,典賓,InscriptionSentence,0,12,1,1,0,乙|巳|卜|賓|貞|帚|妌|娩|𰋶/𭒹|未释|帚|妌,乙|巳|卜|賓|貞|帚|妌|娩|𰋶|未释|帚|妌,乙巳卜賓貞帚妌娩𰋶/𭒹未释帚妌,乙巳卜賓貞帚妌娩𰋶未释帚妌
H00181,典賓,InscriptionSentence,1,7,0,0,0,貞|師|不|其|獲|羌|一,貞|師|不|其|獲|羌|一,貞師不其獲羌一,貞師不其獲羌一
H00182,典賓,InscriptionSentence,0,4,0,0,0,貞|光|獲|羌,貞|光|獲|羌,貞光獲羌,貞光獲羌
H00182,典賓,InscriptionSentence,1,4,0,2,0,貞|未释|獲|未释,貞|未释|獲|未释,貞未释獲未释,貞未释獲未释
H00183,典賓,InscriptionSentence,0,5,0,0,0,光|不|其|獲|羌,光|不|其|獲|羌,光不其獲羌,光不其獲羌
H00183,典賓,InscriptionSentence,1,3,0,0,0,弗|其|及,弗|其|及,弗其及,弗其及
H00183,典賓,InscriptionSentence,2,5,0,0,0,辛|亥|卜|殻|六月,辛|亥|卜|殻|六月,辛亥卜殻六月,辛亥卜殻六月
H00183,典賓,InscriptionSentence,3,6,0,0,0,告|于|大|甲|且|乙,告|于|大|甲|且|乙,告于大甲且乙,告于大甲且乙
H00183,典賓,InscriptionSentence,4,3,0,2,0,未释|于|未释,未释|于|未释,未释于未释,未释于未释
H00184,典賓,InscriptionSentence,0,5,0,0,0,光|不|其|獲|羌,光|不|其|獲|羌,光不其獲羌,光不其獲羌
H00187,𠂤賓,InscriptionSentence,0,9,0,0,0,乙|丑|卜|弜|獲|圍|羌|二|月,乙|丑|卜|弜|獲|圍|羌|二|月,乙丑卜弜獲圍羌二月,乙丑卜弜獲圍羌二月
H00192,典賓,InscriptionSentence,0,8,0,1,0,未释|戌|卜|賓|貞|疋|獲|羌,未释|戌|卜|賓|貞|疋|獲|羌,未释戌卜賓貞疋獲羌,未释戌卜賓貞疋獲羌
H00193,典賓,InscriptionSentence,0,4,0,1,0,未释|疋|獲|羌,未释|疋|獲|羌,未释疋獲羌,未释疋獲羌
H00194,𠂤賓,InscriptionSentence,0,11,0,4,0,未释|寅|卜|未释|效|未释|田|未释|其|獲|羌,未释|寅|卜|未释|效|未释|田|未释|其|獲|羌,未释寅卜未释效未释田未释其獲羌,未释寅卜未释效未释田未释其獲羌
H00196,典賓,InscriptionSentence,0,5,0,2,0,未释|擒|獲|未释|羌,未释|擒|獲|未释|羌,未释擒獲未释羌,未释擒獲未释羌
H00198,典賓,InscriptionSentence,0,4,0,0,0,򤸘|㞢|獲|羌,򤸘|㞢|獲|羌,򤸘㞢獲羌,򤸘㞢獲羌
H00199,典賓,InscriptionSentence,0,21,0,0,0,己|卯|卜|爭|貞|今|早|令|兔|田|从|򮺻|至|于|𪷾|獲|羌|王|占|曰|艱,己|卯|卜|爭|貞|今|早|令|兔|田|从|򮺻|至|于|𪷾|獲|羌|王|占|曰|艱,己卯卜爭貞今早令兔田从򮺻至于𪷾獲羌王占曰艱,己卯卜爭貞今早令兔田从򮺻至于𪷾獲羌王占曰艱
H00202,典賓,InscriptionSentence,0,7,0,0,0,貞|兔|不|其|多|獲|羌,貞|兔|不|其|多|獲|羌,貞兔不其多獲羌,貞兔不其多獲羌
H00205,典賓,InscriptionSentence,0,5,0,1,0,貞|未释|登|獲|羌,貞|未释|登|獲|羌,貞未释登獲羌,貞未释登獲羌
H00206,𠂤賓,InscriptionSentence,0,3,0,1,0,未释|獲|羌,未释|獲|羌,未释獲羌,未释獲羌
H00207,典賓,InscriptionSentence,0,4,0,0,0,貞|先|獲|羌,貞|先|獲|羌,貞先獲羌,貞先獲羌
H00208,典賓,InscriptionSentence,0,3,0,0,0,獲|羌|十二月,獲|羌|十二月,獲羌十二月,獲羌十二月
H00211,典賓,InscriptionSentence,0,2,0,0,0,獲|羌,獲|羌,獲羌,獲羌
H00213,典賓,InscriptionSentence,0,3,0,1,0,未释|獲|羌,未释|獲|羌,未释獲羌,未释獲羌
H00214,典賓,InscriptionSentence,0,9,0,1,0,未释|曰|吉|隹|己|辛|允|獲|羌,未释|曰|吉|隹|己|辛|允|獲|羌,未释曰吉隹己辛允獲羌,未释曰吉隹己辛允獲羌
H00215,典賓,InscriptionSentence,0,11,0,3,0,未释|卜|殻|貞|未释|翌|乙|未|未释|獲|羌,未释|卜|殻|貞|未释|翌|乙|未|未释|獲|羌,未释卜殻貞未释翌乙未未释獲羌,未释卜殻貞未释翌乙未未释獲羌
H00218,典賓,InscriptionSentence,0,6,0,1,0,未释|不|其|獲|羌|月,未释|不|其|獲|羌|月,未释不其獲羌月,未释不其獲羌月
H00220,典賓,InscriptionSentence,0,4,0,0,0,不|其|獲|羌,不|其|獲|羌,不其獲羌,不其獲羌
H00220,典賓,InscriptionSentence,1,2,0,1,0,貞|未释,貞|未释,貞未释,貞未释
H00221,典賓,InscriptionSentence,0,6,0,1,0,貞|王|未释|沚|𪭑|比,貞|王|未释|沚|𪭑|比,貞王未释沚𪭑比,貞王未释沚𪭑比
H00221,典賓,InscriptionSentence,1,6,0,0,0,貞|未释|不|其|獲|羌,貞|未释|不|其|獲|羌,貞未释不其獲羌,貞未释不其獲羌
H00222,典賓,InscriptionSentence,0,5,0,2,0,未释|不|未释|獲|羌,未释|不|未释|獲|羌,未释不未释獲羌,未释不未释獲羌
H00224,典賓,InscriptionSentence,0,6,0,1,0,未释|卜|亘|貞|敢|羌,未释|卜|亘|貞|敢|羌,未释卜亘貞敢羌,未释卜亘貞敢羌
H00225,典賓,InscriptionSentence,0,16,0,5,0,未释|爭|貞|敢|未释|吉|其|隹|未释|吉|四|日|戊|未释|羌|未释,未释|爭|貞|敢|未释|吉|其|隹|未释|吉|四|日|戊|未释|羌|未释,未释爭貞敢未释吉其隹未释吉四日戊未释羌未释,未释爭貞敢未释吉其隹未释吉四日戊未释羌未释
H00225,典賓,InscriptionSentence,1,4,0,2,0,未释|貞|敢|未释,未释|貞|敢|未释,未释貞敢未释,未释貞敢未释
H00229,賓三,InscriptionSentence,0,14,0,3,0,辛|巳|未释|賓|貞|未释|甲|申|用|目|來|羌|自|未释,辛|巳|未释|賓|貞|未释|甲|申|用|目|來|羌|自|未释,辛巳未释賓貞未释甲申用目來羌自未释,辛巳未释賓貞未释甲申用目來羌自未释
H00229,賓三,InscriptionSentence,1,2,0,1,0,未释|月,未释|月,未释月,未释月
H00230,賓三,InscriptionSentence,0,7,0,3,0,未释|亥|未释|工|來|羌|未释,未释|亥|未释|工|來|羌|未释,未释亥未释工來羌未释,未释亥未释工來羌未释
H00233,典賓,InscriptionSentence,0,6,0,0,0,貞|勿|򧇞|兔|來|羌,貞|勿|򧇞|兔|來|羌,貞勿򧇞兔來羌,貞勿򧇞兔來羌
H00233,典賓,InscriptionSentence,1,1,0,1,0,未释,未释,未释,未释
H00237,賓出,InscriptionSentence,0,8,0,0,0,癸|酉|卜|貞|望|乘|來|羌,癸|酉|卜|貞|望|乘|來|羌,癸酉卜貞望乘來羌,癸酉卜貞望乘來羌
H00237,賓出,InscriptionSentence,1,3,0,2,0,未释|未释|㞢,未释|未释|㞢,未释未释㞢,未释未释㞢
H00238,賓出,InscriptionSentence,0,7,1,0,0,貞|卯|𭆲/򴿴|來|羌|一|牛,貞|卯|𭆲|來|羌|一|牛,貞卯𭆲/򴿴來羌一牛,貞卯𭆲來羌一牛
H00239,賓三,InscriptionSentence,0,18,0,2,0,丁|丑|卜|爭|貞|來|乙|酉|眢|用|侃|來|羌|未释|自|元|未释|五月,丁|丑|卜|爭|貞|來|乙|酉|眢|用|侃|來|羌|未释|自|元|未释|五月,丁丑卜爭貞來乙酉眢用侃來羌未释自元未释五月,丁丑卜爭貞來乙酉眢用侃來羌未释自元未释五月
H00242,賓三,InscriptionSentence,0,13,0,0,0,丙|寅|卜|賓|貞|小|來|羌|來|甲|戌|㲹|用,丙|寅|卜|賓|貞|小|來|羌|來|甲|戌|㲹|用,丙寅卜賓貞小來羌來甲戌㲹用,丙寅卜賓貞小來羌來甲戌㲹用
H00242,賓三,InscriptionSentence,1,2,0,0,0,乙|未,乙|未,乙未,乙未
H00242,賓三,InscriptionSentence,2,9,0,0,0,甲|申|卜|賓|貞|王|眢|大|示,甲|申|卜|賓|貞|王|眢|大|示,甲申卜賓貞王眢大示,甲申卜賓貞王眢大示
H00244,賓三,InscriptionSentence,0,5,0,0,0,貞|用|臿|來|羌,貞|用|臿|來|羌,貞用臿來羌,貞用臿來羌
H00246,賓三,InscriptionSentence,0,9,0,0,0,己|亥|卜|賓|貞|㲹|用|來|羌,己|亥|卜|賓|貞|㲹|用|來|羌,己亥卜賓貞㲹用來羌,己亥卜賓貞㲹用來羌
H00247,典賓,InscriptionSentence,0,5,0,1,0,未释|來|羌|一|用,未释|來|羌|一|用,未释來羌一用,未释來羌一用
H00251,典賓,InscriptionSentence,0,4,0,2,0,未释|來|羌|未释,未释|來|羌|未释,未释來羌未释,未释來羌未释
H00252,典賓,InscriptionSentence,0,4,0,0,0,其|㞢|來|羌,其|㞢|來|羌,其㞢來羌,其㞢來羌
H00255,賓一,InscriptionSentence,0,10,0,1,0,戊|午|卜|古|貞|今|來|羌|于|未释,戊|午|卜|古|貞|今|來|羌|于|未释,戊午卜古貞今來羌于未释,戊午卜古貞今來羌于未释
H00255,賓一,InscriptionSentence,1,5,0,1,0,戊|午|卜|古|未释,戊|午|卜|古|未释,戊午卜古未释,戊午卜古未释
H00257,賓出,InscriptionSentence,0,10,0,0,0,丁|亥|卜|貞|用|鑊|以|羌|十|丁,丁|亥|卜|貞|用|鑊|以|羌|十|丁,丁亥卜貞用鑊以羌十丁,丁亥卜貞用鑊以羌十丁
H00257,賓出,InscriptionSentence,1,4,1,2,0,貞|未释|𰇑/򧄿|未释,貞|未释|𰇑|未释,貞未释𰇑/򧄿未释,貞未释𰇑未释
H00258,𠂤賓,InscriptionSentence,0,15,0,0,0,乙|未|卜|貞|𫯦|獲|󏔥|十二月|允|獲|十|六|以|羌|六,乙|未|卜|貞|𫯦|獲|󏔥|十二月|允|獲|十|六|以|羌|六,乙未卜貞𫯦獲󏔥十二月允獲十六以羌六,乙未卜貞𫯦獲󏔥十二月允獲十六以羌六
H00259,賓出,InscriptionSentence,0,6,0,0,0,貞|勿|用|盧|以|羌,貞|勿|用|盧|以|羌,貞勿用盧以羌,貞勿用盧以羌
H00260,典賓,InscriptionSentence,0,8,0,3,0,貞|未释|以|未释|未释|庚|羌|未释,貞|未释|以|未释|未释|庚|羌|未释,貞未释以未释未释庚羌未释,貞未释以未释未释庚羌未释
H00261,典賓,InscriptionSentence,0,11,0,0,0,辛|丑|卜|貞|畢|以|羌|王|于|門|尋,辛|丑|卜|貞|畢|以|羌|王|于|門|尋,辛丑卜貞畢以羌王于門尋,辛丑卜貞畢以羌王于門尋
H00261,典賓,InscriptionSentence,1,12,0,2,0,未释|卜|賓|貞|乎|粦|竹|未释|未释|未释|未释|吉,未释|卜|賓|貞|乎|粦|竹|未释|未释|未释|未释|吉,未释卜賓貞乎粦竹未释未释未释未释吉,未释卜賓貞乎粦竹未释未释未释未释吉
H00262,典賓,InscriptionSentence,0,7,0,1,0,貞|翌|丁|亥|畢|未释|羌,貞|翌|丁|亥|畢|未释|羌,貞翌丁亥畢未释羌,貞翌丁亥畢未释羌
H00265,賓出,InscriptionSentence,0,7,0,3,0,未释|午|卜|未释|未释|未释|羌,未释|午|卜|未释|未释|未释|羌,未释午卜未释未释未释羌,未释午卜未释未释未释羌
H00277,賓三,InscriptionSentence,0,8,0,3,0,丁|未释|賓|未释|乍|未释|򩡘|八月,丁|未释|賓|未释|乍|未释|򩡘|八月,丁未释賓未释乍未释򩡘八月,丁未释賓未释乍未释򩡘八月
H00277,賓三,InscriptionSentence,1,15,0,0,0,己|卯|卜|賓|貞|翌|甲|申|用|射|臿|以|羌|自|㘡,己|卯|卜|賓|貞|翌|甲|申|用|射|臿|以|羌|自|㘡,己卯卜賓貞翌甲申用射臿以羌自㘡,己卯卜賓貞翌甲申用射臿以羌自㘡
H00277,賓三,InscriptionSentence,2,6,0,3,0,未释|乎|未释|師|未释|𡈼,未释|乎|未释|師|未释|𡈼,未释乎未释師未释𡈼,未释乎未释師未释𡈼
H00279,典賓,InscriptionSentence,0,15,0,0,0,貞|多子|以|羌|未释|自|高|匕|己|匕|庚|于|毓|匕|己,貞|多子|以|羌|未释|自|高|匕|己|匕|庚|于|毓|匕|己,貞多子以羌未释自高匕己匕庚于毓匕己,貞多子以羌未释自高匕己匕庚于毓匕己
H00280,賓三,InscriptionSentence,0,7,0,4,0,未释|卜|未释|未释|未释|㞢|未释,未释|卜|未释|未释|未释|㞢|未释,未释卜未释未释未释㞢未释,未释卜未释未释未释㞢未释
H00280,賓三,InscriptionSentence,1,12,0,1,0,乙|亥|卜|賓|貞|告|以|羌|眢|用|自|未释,乙|亥|卜|賓|貞|告|以|羌|眢|用|自|未释,乙亥卜賓貞告以羌眢用自未释,乙亥卜賓貞告以羌眢用自未释
H00281,賓出,InscriptionSentence,0,12,0,0,0,庚|用|卜|貞|牧|以|羌|延|于|丁|曾|用,庚|用|卜|貞|牧|以|羌|延|于|丁|曾|用,庚用卜貞牧以羌延于丁曾用,庚用卜貞牧以羌延于丁曾用
H00281,賓出,InscriptionSentence,1,4,0,0,0,未释|月|其|雨,未释|月|其|雨,未释月其雨,未释月其雨
H00281,賓出,InscriptionSentence,2,2,0,1,0,未释|雨,未释|雨,未释雨,未释雨
H00282,典賓,InscriptionSentence,0,5,0,0,0,石|女|其|以|羌,石|女|其|以|羌,石女其以羌,石女其以羌
H00284,典賓,InscriptionSentence,0,4,0,0,0,石|以|羌|二月,石|以|羌|二月,石以羌二月,石以羌二月
H00286,典賓,InscriptionSentence,0,10,0,4,0,未释|女|𰀒|未释|以|羌|未释|馘|廿|未释,未释|女|𰀒|未释|以|羌|未释|馘|廿|未释,未释女𰀒未释以羌未释馘廿未释,未释女𰀒未释以羌未释馘廿未释
H00289,典賓,InscriptionSentence,0,4,0,1,0,未释|以|羌|用,未释|以|羌|用,未释以羌用,未释以羌用
H00290,賓三,InscriptionSentence,0,7,0,2,0,未释|卜|爭|未释|以|羌|用,未释|卜|爭|未释|以|羌|用,未释卜爭未释以羌用,未释卜爭未释以羌用
H00291,賓三,InscriptionSentence,0,5,0,2,0,未释|爭|未释|以|羌,未释|爭|未释|以|羌,未释爭未释以羌,未释爭未释以羌
H00292,賓三,InscriptionSentence,0,2,0,0,0,癸|卯,癸|卯,癸卯,癸卯
H00292,賓三,InscriptionSentence,1,5,0,2,0,未释|未|未释|以|羌,未释|未|未释|以|羌,未释未未释以羌,未释未未释以羌
H00298,賓出,InscriptionSentence,0,9,0,3,0,戊|御|未释|貞|五十|未释|百|羌|未释,戊|御|未释|貞|五十|未释|百|羌|未释,戊御未释貞五十未释百羌未释,戊御未释貞五十未释百羌未释
H00298,賓出,InscriptionSentence,1,5,0,3,0,未释|申|未释|犬|未释,未释|申|未释|犬|未释,未释申未释犬未释,未释申未释犬未释
H00300,典賓,InscriptionSentence,0,5,0,0,0,貞|御|叀|牛|三百,貞|御|叀|牛|三百,貞御叀牛三百,貞御叀牛三百
H00300,典賓,InscriptionSentence,1,2,0,0,0,比|𥫭,比|𥫭,比𥫭,比𥫭
H00300,典賓,InscriptionSentence,2,14,0,0,0,貞|御|自|唐|大|甲|大|丁|且|乙|百|羌|百|牢,貞|御|自|唐|大|甲|大|丁|且|乙|百|羌|百|牢,貞御自唐大甲大丁且乙百羌百牢,貞御自唐大甲大丁且乙百羌百牢
H00301,典賓,InscriptionSentence,0,24,0,1,0,丁|亥|卜|殻|貞|昔|乙|酉|箙|旋|御|大|丁|大|甲|且|乙|百|鬯|百|羌|卯|三百|未释,丁|亥|卜|殻|貞|昔|乙|酉|箙|旋|御|大|丁|大|甲|且|乙|百|鬯|百|羌|卯|三百|未释,丁亥卜殻貞昔乙酉箙旋御大丁大甲且乙百鬯百羌卯三百未释,丁亥卜殻貞昔乙酉箙旋御大丁大甲且乙百鬯百羌卯三百未释
H00306,賓三,InscriptionSentence,0,8,0,2,0,未释|卜|賓|未释|百|羌|殺|六月,未释|卜|賓|未释|百|羌|殺|六月,未释卜賓未释百羌殺六月,未释卜賓未释百羌殺六月
H00307,典賓,InscriptionSentence,0,6,0,2,0,未释|貞|𫦄|羌|百|未释,未释|貞|𫦄|羌|百|未释,未释貞𫦄羌百未释,未释貞𫦄羌百未释
H00307,典賓,InscriptionSentence,1,4,0,0,0,未释|戌|亘|未释,未释|戌|亘|未释,未释戌亘未释,未释戌亘未释
H00308,典賓,InscriptionSentence,0,4,0,0,0,貞|𫦄|百|羌,貞|𫦄|百|羌,貞𫦄百羌,貞𫦄百羌
H00308,典賓,InscriptionSentence,1,2,0,1,0,未释|洗,未释|洗,未释洗,未释洗
H00310,典賓,InscriptionSentence,0,5,0,1,0,未释|㘡|五十|羌|八月,未释|㘡|五十|羌|八月,未释㘡五十羌八月,未释㘡五十羌八月
H00312,典賓,InscriptionSentence,0,7,0,4,0,未释|貞|未释|羌|未释|五十|未释,未释|貞|未释|羌|未释|五十|未释,未释貞未释羌未释五十未释,未释貞未释羌未释五十未释
H00313,賓出,InscriptionSentence,0,6,0,0,0,貞|于|來|乙|酉|𫹉,貞|于|來|乙|酉|𫹉,貞于來乙酉𫹉,貞于來乙酉𫹉
H00313,賓出,InscriptionSentence,1,15,0,0,0,貞|翌|乙|亥|㞢|未释|歲|于|唐|卌|羌|卯|卅|牛|六月,貞|翌|乙|亥|㞢|未释|歲|于|唐|卌|羌|卯|卅|牛|六月,貞翌乙亥㞢未释歲于唐卌羌卯卅牛六月,貞翌乙亥㞢未释歲于唐卌羌卯卅牛六月
H00313,賓出,InscriptionSentence,2,4,0,0,0,貞|勿|乎|六月,貞|勿|乎|六月,貞勿乎六月,貞勿乎六月
H00313,賓出,InscriptionSentence,3,2,0,0,0,癸|酉,癸|酉,癸酉,癸酉
H00313,賓出,InscriptionSentence,4,2,0,0,0,乙|未,乙|未,乙未,乙未
H00314,賓出,InscriptionSentence,0,14,0,6,0,丁|未释|乙|未释|且|乙|未释|卅|羌|未释|卯|未释|牢|未释,丁|未释|乙|未释|且|乙|未释|卅|羌|未释|卯|未释|牢|未释,丁未释乙未释且乙未释卅羌未释卯未释牢未释,丁未释乙未释且乙未释卅羌未释卯未释牢未释
H00315,賓出,InscriptionSentence,0,12,0,3,0,丙|戌|未释|丁|亥|其|未释|丁|㞢|卅|羌|未释,丙|戌|未释|丁|亥|其|未释|丁|㞢|卅|羌|未释,丙戌未释丁亥其未释丁㞢卅羌未释,丙戌未释丁亥其未释丁㞢卅羌未释
